A,Y_GE16,F,MED_E,NAC,EE	: 	: 	: 	: 	: 	: 	: 	: 	2456 	2858 	3450 	4185 	5267 	5846 	5481 	5311 	5600 	6185 	6713 b	7501 	8120 	8864 	9989 	10817 	11748 	11978 	13875 	14266 	15157 
A,Y_GE16,F,MED_E,NAC,EL	4308 	4785 	5207 	5727 	6154 	6564 	6899 	8080 b	8538 	9189 	9623 	9968 	10687 	11293 	11690 	10756 	9429 	8300 	7677 	7573 	7543 	7617 	7847 	8164 	8693 	8680 	9471 	9900 	: 
A,Y_GE16,F,MED_E,NAC,ES	5890 	6112 	6407 	6832 	7479 	8172 	9003 	: 	10175 b	10290 	10950 	11435 	13918 b	14711 	14772 	13910 	13949 	13609 	13327 	13367 	13687 	14090 	14587 	14964 	16065 	15920 	16732 	18304 	19288 
A,Y_GE16,F,MED_E,NAC,FI	: 	11931 	12289 	12885 	13286 	13884 	14495 	: 	16428 b	17050 	17900 	18149 	19202 	20342 	20903 	21340 	22148 	22793 	23150 	23287 	23209 	23606 	24028 	24305 	24839 	24830 	25701 	26654 	28141 
A,Y_GE16,F,MED_E,NAC,FR	12585 	13031 	13192 	13622 	13820 	14065 	14795 	: 	15205 b	15918 	15993 	16366 	18947 b	19596 	19931 	19952 	20537 	20849 	21149 	21464 	21690 	22052 	22333 	22483 	21931 b	22400 	22744 b	23928 	: 
A,Y_GE16,F,MED_E,NAC,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42185 	39988 	39800 	37773 	39274 	41300 	42800 	46016 	48801 	52826 	57080 	59063 	63679 	9536 b	: 
A,Y_GE16,F,MED_E,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	873317 	961478 	1048069 	1109926 	1200436 	1199491 	1235522 	1296657 	1284829 	1349369 	1412507 	1476384 	1550000 	1669042 	1833841 	2076133 	2286404 	2464952 	2820116 	: 
A,Y_GE16,F,MED_E,NAC,IE	8101 	8615 	9288 	10234 	11082 	12119 	14456 	16931 b	17812 	18727 	19593 	21703 	22794 	22461 	20602 	19670 	19648 	19865 	20143 	21602 	22211 	22737 	24843 	25588 b	26901 b	28890 	30004 	30776 	: 
A,Y_GE16,F,MED_E,NAC,IS	: 	: 	: 	: 	: 	: 	: 	: 	1925354 	2063236 	2232543 	2527400 	2852557 	3234673 	3182134 	3079477 	3167666 	3462943 	3696435 	3883171 	4250623 	4579580 	4855793 	4770651 	4943398 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,NAC,IT	7520 	8057 	8263 	8780 	9319 	9952 	10369 	: 	13480 b	14100 	14364 	14789 	15298 	15331 	15762 	15644 	15866 	15546 	15562 	15693 	16147 	16468 	16723 	17011 	17830 	17532 	18172 	19580 	20335 
A,Y_GE16,F,MED_E,NAC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	6947 	8313 	10813 	13552 	15697 	13480 	12966 	14485 	15739 	16257 	5055 	5488 	5923 	6589 	7247 	8232 	9216 	9519 	10636 	: 
A,Y_GE16,F,MED_E,NAC,LU	18496 	19435 	20053 	20888 	21567 	22318 	23330 	25780 b	27524 	28801 	29782 	29881 	31099 	31877 	32684 	32855 	33271 	33814 	34656 	35519 	33374 b	36183 	34826 	36807 	38511 b	43184 b	45744 b	47585 	50263 
A,Y_GE16,F,MED_E,NAC,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	1999 	2377 	3160 	4502 	5122 	4408 	4107 	4273 	4470 	4974 	5523 	6007 	6364 	6890 	7700 	8349 	8716 	9655 	10440 	11963 
A,Y_GE16,F,MED_E,NAC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3130 	3152 	3258 	3327 	3572 	3860 	3913 	4029 	3921 	4422 	: 	: 
A,Y_GE16,F,MED_E,NAC,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113950 	119600 	122550 	133455 	142160 	154929 	165533 	171429 	190800 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,NAC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	3681 	3911 	9283 	10009 	10585 	10488 	10815 	11432 	11951 	12626 	13366 	13604 	14294 	14629 	15070 	16116 	16897 	17867 	18748 	: 
A,Y_GE16,F,MED_E,NAC,NL	11188 	11423 	12100 	12367 	12873 	13406 	13918 	: 	: 	17085 b	17168 	18023 	19327 	20077 	20190 	20125 	20197 	20603 	20729 	20987 	22140 b	22886 	23137 	23817 	25119 	27358 	28279 	28290 	31131 
A,Y_GE16,F,MED_E,NAC,NO	: 	: 	: 	: 	: 	: 	: 	203057 	208088 	210850 	225412 	228991 	249370 	272913 	281086 	290117 	312323 	318951 	338993 	341040 	347886 	349866 	362777 	372077 	390501 	379919 b	390256 	418337 b	: 
A,Y_GE16,F,MED_E,NAC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	11708 	12731 	13800 	15776 	17756 	18964 	20000 	20838 	21720 	22399 	23247 	24415 	25709 	27456 	29812 	33484 	36091 	40434 	46592 	: 
A,Y_GE16,F,MED_E,NAC,PT	4219 	4539 	4760 	5005 	5321 	5670 	5997 	: 	6826 b	7140 	7230 	7465 	8050 	8235 	8606 	8393 	8323 	8193 	8161 	8299 	8667 	8938 	9225 	9917 	10662 	10955 	11027 	11699 	: 
A,Y_GE16,F,MED_E,NAC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5720 	6533 	8107 	8775 	8953 	8836 	9133 	9664 	10287 	10886 	12240 	14958 	17708 	20070 	23074 	27179 	32017 	: 
A,Y_GE16,F,MED_E,NAC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	276657 	278400 	281867 	295200 	312000 	332308 	384000 	433875 	476280 	522600 	: 	: 
A,Y_GE16,F,MED_E,NAC,SE	: 	: 	: 	: 	: 	: 	: 	: 	156664 	158449 	166310 	173298 	182941 b	193319 	195797 	199273 	210335 	216800 	221485 	225584 	230573 	237288 	243848 	248443 	257540 	263628 	265161 	284667 	304597 
A,Y_GE16,F,MED_E,NAC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	2076856 	2197564 	9770 	10709 	11702 	11559 	11818 	11856 	11622 	11668 	12075 	12008 	12472 	12975 	13768 	14424 	15119 	16238 	17680 	19212 
A,Y_GE16,F,MED_E,NAC,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	111105 	126632 	144344 	157886 	5550 	6050 	6272 	6852 	6724 	6826 	6956 	7003 	7205 	7623 	8119 	8754 	8579 	8922 	9411 	: 
A,Y_GE16,F,MED_E,NAC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4228 	5192 	5533 	6170 	6369 	7072 	7980 	8540 	9420 	10449 	11997 	13563 	15171 	18270 	21072 	23671 	31098 	53356 	: 
A,Y_GE16,F,MED_E,NAC,UK	8062 	8480 	8806 	9341 	9348 	10129 	10728 	: 	: 	12499 b	13173 	14383 	14951 	14407 	14555 	14720 	15634 b	15988 	16508 	17109 	17373 	18470 b	18877 	: 	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,NAC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2057 	: 	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3663 	4049 	4268 	4455 	4315 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,AT	12523 	12772 	13056 	13383 	13461 	14814 	15659 	15117 b	16339 	17235 	17485 	17817 	18896 b	19474 	19599 	20413 	20665 	20993 	21862 	22048 	23214 	23494 	23323 	23798 	23598 	24595 	25299 	28742 	: 
A,Y_GE16,F,MED_E,PPS,BE	12458 	12536 	13287 	13744 	14308 	14060 	14989 	14675 b	14412 	14992 	15421 	15828 	16250 	17159 	16869 	17537 	17813 	18941 	18974 	19373 	20437 	20028 	20639 	21422 b	21674 	22128 	23497 	24442 	25876 
A,Y_GE16,F,MED_E,PPS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3173 	3227 	4670 	5599 	5752 	5714 	5583 	5860 	6805 	6700 	6626 b	7379 	7052 	8107 	8431 	9168 	9385 	10762 	12512 
A,Y_GE16,F,MED_E,PPS,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20874 	21673 	22482 	22159 	22720 	24011 	25668 	25649 b	26315 	27603 	26800 	27059 	27156 	26099 	26229 	27231 	28247 	: 
A,Y_GE16,F,MED_E,PPS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	14578 	16008 	17911 	17896 b	18202 	17739 	18693 	18523 	16704 	15520 	15139 	15953 	16482 	17344 	18518 	18074 	18054 	19481 	20278 	: 
A,Y_GE16,F,MED_E,PPS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	7593 	8148 	8719 	9491 	9893 	9526 	9812 	10063 	10536 	10789 	11313 	12091 	12288 	12742 	13497 	13711 	13505 	14870 	15661 	16439 
A,Y_GE16,F,MED_E,PPS,DE	11853 	12530 	13077 	13536 	13760 	14685 	15757 	: 	: 	15602 b	15095 	17042 	17717 	17721 	17341 	18204 	18824 	19029 	18874 	20011 	20735 	20894 	21383 	22204 	23879 b	23097 	22864 	23755 	24627 
A,Y_GE16,F,MED_E,PPS,DK	: 	: 	: 	: 	: 	: 	: 	15231 	14614 	15345 	15635 	16426 	16963 	17343 	17296 	18760 b	18787 	19084 	19549 	19830 	20561 	20474 	21099 	21745 	21251 b	22041 	22456 	21983 	23350 
A,Y_GE16,F,MED_E,PPS,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18309 	18781 	19239 b	19218 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18382 	18851 	19303 b	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18309 	18781 	19239 b	19218 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16589 	17077 	17882 	17948 	18210 	18680 	19140 	19112 	19611 	20872 	: 
A,Y_GE16,F,MED_E,PPS,EE	: 	: 	: 	: 	: 	: 	: 	: 	3956 	4531 	5334 	6108 	7182 	7627 	7094 	7101 	7380 	8093 	8595 b	9919 	11147 	11725 	12699 	13440 	13769 	14054 	15969 	14610 	15478 
A,Y_GE16,F,MED_E,PPS,EL	6480 	6812 	7123 	7528 	7816 	8641 	8806 	10076 b	9942 	10490 	10904 	11194 	11906 	12403 	12311 	11385 	9974 	8969 	8671 	8864 	9099 	9056 	9225 	9728 	10073 	9836 	10786 	11219 	: 
A,Y_GE16,F,MED_E,PPS,ES	7363 	7538 	8003 	8408 	8864 	9870 	10850 	: 	11516 b	11314 	12019 	12461 	14991 b	15475 	15115 	14404 	14388 	14341 	14257 	14480 	15353 	15402 	15815 	16116 	16684 	16326 	17171 	19009 	20779 
A,Y_GE16,F,MED_E,PPS,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16808 	17323 e	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,EU15	10424 e	10758 e	11205 e	11768 e	12080 e	12827 e	13675 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16867 	17379 e	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14386 	14663 	14847 	14918 	15452 	16220 	16325 	16643 e	17180 e	17635 b	17749 	18363 	19614 	: 
A,Y_GE16,F,MED_E,PPS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16808 	17323 e	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,FI	: 	10117 	10684 	10968 	11208 	11599 	12485 	: 	12977 b	13774 	14483 	14790 	16061 	16855 	16852 	17534 	18125 	18783 	18801 	19040 	19624 	19513 	19626 	19891 	19771 	19584 	20278 	21143 	22611 
A,Y_GE16,F,MED_E,PPS,FR	11421 	11751 	11831 	12807 	13161 	13370 	14519 	: 	13825 b	14478 	14782 	15079 	17537 b	17697 	17757 	18122 	18724 	19125 	19262 	19930 	20599 	20442 	20326 	20400 	19331 b	19806 	20299 b	21648 	: 
A,Y_GE16,F,MED_E,PPS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7527 	7297 	7372 	7278 	7569 	8187 	8821 	9289 	9691 	10462 	10813 	11065 	11845 	12979 b	: 
A,Y_GE16,F,MED_E,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	5598 	6119 	6541 	6621 	6885 	6768 	7122 	7515 	7265 	7614 	7953 	8258 	8312 	8561 	9198 	9555 	9816 	10071 	10642 	: 
A,Y_GE16,F,MED_E,PPS,IE	8981 	9649 	9830 	11114 	11209 	11732 	13410 	13458 b	14119 	15022 	15805 	17431 	18011 	17605 	16911 	16580 	16520 	16740 	16544 	17633 	18126 	18086 	19404 	19821 b	19819 b	20642 	20863 	21629 	: 
A,Y_GE16,F,MED_E,PPS,IS	: 	: 	: 	: 	: 	: 	: 	: 	16046 	17177 	18612 	19907 	21863 	21692 	18381 	18089 	18288 	19745 	20381 	21246 	22709 	22497 	23884 	23688 	22693 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,IT	8878 	9198 	9428 	9872 	10533 	11505 	11706 	: 	13009 b	13440 	13719 	14193 	14929 	14965 	15033 	15453 	15386 	15133 	15063 	15246 	16138 	16448 	16595 	16945 	17531 	17304 	18055 	19454 	20531 
A,Y_GE16,F,MED_E,PPS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	3761 	4390 	5462 	6542 	6893 	5831 	5907 	6504 	7065 	7415 	8051 	9103 	9480 	10227 	10995 	12001 	13097 	13261 	13490 	: 
A,Y_GE16,F,MED_E,PPS,LU	18752 	19220 	20397 	20709 	21106 	22867 	24194 	25252 b	26660 	27957 	26688 	26837 	27102 	27131 	26891 	26860 	26978 	28462 	28547 	29492 	28286 b	29488 	27811 	29304 	29181 b	32662 b	33533 b	34740 	37382 
A,Y_GE16,F,MED_E,PPS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	3757 	4204 	5247 	6780 	6823 	5772 	5818 	5858 	6176 	6999 	7667 	8737 	8908 	9424 	10374 	10725 	11060 	12090 	12267 	13736 
A,Y_GE16,F,MED_E,PPS,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5591 	5549 	5873 	6302 	6653 	6970 	6985 	7067 	6536 	7529 	: 	: 
A,Y_GE16,F,MED_E,PPS,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3984 	4078 	4188 	4656 	5103 	5468 	5628 	5762 	6227 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	11768 	12165 	12415 	13264 	13682 	13440 	13969 	14578 	15132 	15464 	16524 	17247 	17617 	17747 	18244 	18612 	18857 	20369 	20847 	: 
A,Y_GE16,F,MED_E,PPS,NL	10818 	11188 	12065 	12783 	13445 	13835 	13946 	: 	: 	16099 b	16404 	17325 	18951 	19151 	18720 	18661 	18641 	19008 	18659 	19109 	20636 b	20588 	20740 	21259 	21533 	23625 	24354 	24292 	26371 
A,Y_GE16,F,MED_E,PPS,NO	: 	: 	: 	: 	: 	: 	: 	17887 	18297 	18635 	20009 	20360 	22629 	23743 	23105 	24097 	25574 	26645 	27635 	27871 	27179 	25710 	25938 	26462 	27476 	26012 b	26533 	29013 b	: 
A,Y_GE16,F,MED_E,PPS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	4859 	5182 	5673 	6756 	7316 	7538 	8291 	8631 	9204 	9560 	9950 	10775 	10981 	11295 	12113 	12966 	13580 	14758 	16378 	: 
A,Y_GE16,F,MED_E,PPS,PT	6184 	6377 	6622 	6959 	7347 	7777 	8299 	: 	7934 b	8173 	8501 	8788 	9396 	9355 	9647 	9602 	9794 	9839 	10041 	10151 	10663 	10667 	10662 	11480 	12175 	12254 	12280 	13280 	: 
A,Y_GE16,F,MED_E,PPS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2815 	3073 	3490 	3595 	3704 	3774 	3949 	4074 	4357 	4725 	5282 	6258 	7250 	7655 	8589 	10051 	10957 	: 
A,Y_GE16,F,MED_E,PPS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4825 	4667 	4763 	5025 	5131 	5226 	6014 	6511 	6895 	7459 	: 	: 
A,Y_GE16,F,MED_E,PPS,SE	: 	: 	: 	: 	: 	: 	: 	: 	13902 	14305 	15050 	15808 	17111 b	17813 	17131 	17455 	18506 	19639 	19350 	19745 	20527 	19985 	20229 	20200 	19775 	20386 	20142 	21906 	23359 
A,Y_GE16,F,MED_E,PPS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	11431 	11965 	12743 	13579 	14136 	13147 	13730 	13957 	13936 	14037 	14787 	14855 	14955 	15452 	16279 	16585 	17242 	18445 	19855 	21123 
A,Y_GE16,F,MED_E,PPS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	3913 	4575 	5474 	6597 	7685 	8269 	8927 	9692 	9553 	9829 	10258 	10545 	9634 	9954 	10503 	10134 	9542 	9942 	10899 	: 
A,Y_GE16,F,MED_E,PPS,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3778 	4320 	4420 	4745 	4647 	5076 	5494 	5659 	5801 	6011 	6872 	6849 	6804 	7184 	7016 	6632 	7229 	7360 	: 
A,Y_GE16,F,MED_E,PPS,UK	11534 	11608 	12338 	12972 	12827 	13781 	14873 	: 	: 	16656 b	17474 	18666 	18399 	16724 	15740 	15614 	16544 b	16885 	16855 	17948 	17348 	18103 b	18314 	: 	: 	: 	: 	: 	: 
A,Y_GE16,F,MED_E,PPS,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3950 	: 	: 	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2194 	2367 	2641 	2979 	3034 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,AT	15582 	16251 	15689 	15167 	15574 	16320 	16409 	17430 b	18584 	19894 	19740 	20249 	21603 b	22605 	23455 	23831 	24315 	24396 	26120 	25812 	25996 	27650 	27766 	28721 	29647 	30187 	30857 	34664 	: 
A,Y_GE16,F,MEI_E,EUR,BE	14878 	15522 	15405 	15350 	16411 	16945 	17432 	16797 b	16650 	17754 	18248 	18748 	19516 	20684 	21102 	21383 	21504 	22801 	23018 	23085 	23511 	23787 	24692 	25838 b	27103 	27188 	29058 	30894 	32891 
A,Y_GE16,F,MEI_E,EUR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1573 	1698 	2626 	3213 	3481 	3426 	3268 	3550 	3919 	3964 	3846 b	4529 	4531 	5355 	5833 	6632 	6627 	8012 	9727 
A,Y_GE16,F,MEI_E,EUR,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32207 	31440 	33387 	34648 	38265 	43991 	46030 	43655 b	44630 	49945 	49244 	48973 	46786 	49884 	52152 	52451 	56854 	: 
A,Y_GE16,F,MEI_E,EUR,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	15004 	16436 	18398 	18361 b	18660 	18787 	19418 	20086 	19376 	18658 	16964 	16887 	17204 	17543 	19111 	19250 	19542 	20496 	22228 	: 
A,Y_GE16,F,MEI_E,EUR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	4795 	5377 	6082 	6687 	8129 	7846 	8280 	8583 	8491 	8366 	8149 	8556 	9007 	9766 	10718 	11535 	11798 	13154 	14747 	16222 
A,Y_GE16,F,MEI_E,EUR,DE	14998 	15950 	16163 	15865 	16349 	17022 	17434 	: 	: 	18047 b	17102 	19875 	20771 	20886 	21239 	21303 	21533 	21856 	22016 	22988 	23545 	24329 	25344 	25537 	29498 b	28758 	28247 	29818 	31356 
A,Y_GE16,F,MEI_E,EUR,DK	: 	: 	: 	: 	: 	: 	: 	22333 	22526 	22964 	23707 	24841 	25633 	25800 	26720 	29242 b	29390 	29263 	30759 	31083 	31417 	32390 	32925 	33923 	33616 b	34768 	36875 	37582 	39304 
A,Y_GE16,F,MEI_E,EUR,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19220 e	19492 e	19767 e	19616 e	19830 e	19851 e	19799 e	20065 e	20557 e	21054 e	21653 e	22106 	23378 b	23410 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,EA18	: 	: 	: 	: 	: 	: 	: 	: 	: 	16051 	16033 	17128 	18812 	19343 	19609 	19516 	19733 	19757 	19799 	20195 	20686 	21181 	21775 	22224 	23497 b	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	15905 	15892 	16985 	18663 	19200 	19458 	19368 	19590 	19620 	19666 	20065 	20557 	21054 	21653 	22106 	23378 b	23410 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19618 	19887 	20379 	20877 	21476 	21934 	23202 	23256 	23729 	25240 	: 
A,Y_GE16,F,MEI_E,EUR,EE	: 	: 	: 	: 	: 	: 	: 	: 	3132 	3481 	4182 	5106 	6056 	6981 	6540 	6347 	6789 	7481 	8408 b	9179 	9662 	10289 	11341 	12300 	13277 	13669 	16208 	16375 	17607 
A,Y_GE16,F,MEI_E,EUR,EL	6019 	6349 	6904 	7626 	7432 	7936 	8040 	9501 b	9948 	10929 	11523 	11998 	12537 	13334 	13828 	12400 	10527 	9220 	8787 	8650 	8643 	8782 	9006 	9361 	9989 	9908 	10777 	11401 	: 
A,Y_GE16,F,MEI_E,EUR,ES	7447 	7636 	8082 	8284 	8874 	9664 	10566 	: 	11522 b	11933 	12573 	13163 	16193 b	16978 	17065 	16305 	16181 	15795 	15498 	15500 	15928 	16457 	16807 	17330 	18135 	18168 	19081 	20717 	21830 
A,Y_GE16,F,MEI_E,EUR,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16693 e	16820 e	16919 e	17027 e	17506 e	17487 e	17905 e	18319 e	18630 e	19110 e	19681 e	20093 e	: 	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,EU15	11975 e	12339 e	12778 e	13430 e	13870 e	14646 e	15514 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	14316 e	14492 e	15655 	16693 	16820 	17010 	17122 	17606 	17589 	18011 	18425 	18735 	19214 	19784 	20193 e	: 	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	14247 e	14102 e	14429 e	15895 e	16482 e	16468 	16576 	16824 	16891 	17000 	17342 	17780 	18250 	18857 e	19327 e	20447 b	20613 	21223 	22661 	: 
A,Y_GE16,F,MEI_E,EUR,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16919 	17027 	17505 	17487 	17905 	18319 	18630 	19110 	19681 	20093 e	: 	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,FI	: 	13628 	13617 	13986 	14327 	15064 	15675 	: 	18390 b	19248 	19884 	20409 	21663 	22779 	23165 	23768 	24817 	25575 	25744 	25942 	26175 	26506 	27161 	27771 	28401 	28164 	28956 	30149 	31433 
A,Y_GE16,F,MEI_E,EUR,FR	14321 	14821 	15149 	15198 	15660 	15943 	16443 	: 	17542 b	18187 	18198 	18346 	22446 b	23257 	23548 	23854 	24589 	24871 	24745 	25224 	25642 	25661 	25973 	26594 	25192 b	25703 	25944 b	27190 	: 
A,Y_GE16,F,MEI_E,EUR,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6529 	6150 	5890 	5802 	5820 	6108 	6361 	6760 	7166 	7810 	8294 	8652 	9353 	10525 b	: 
A,Y_GE16,F,MEI_E,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	3962 	4634 	4412 	4854 	5244 	4674 	5065 	5204 	5020 	5162 	5170 	5362 	5548 	6111 	6449 	7174 	7255 	7634 	8184 	: 
A,Y_GE16,F,MEI_E,EUR,IE	10028 	10092 	11147 	12794 	13118 	13751 	15602 	19303 b	20604 	21641 	23052 	25736 	26770 	25745 	24328 	23038 	23013 	23456 	23385 	24566 	25672 	26662 	28791 	29132 b	30972 b	32514 	33591 	35617 	: 
A,Y_GE16,F,MEI_E,EUR,IS	: 	: 	: 	: 	: 	: 	: 	: 	24487 	26274 	32442 	34179 	37705 	26646 	20845 	20798 	21747 	23558 	24893 	28448 	32640 	38129 	44557 	41121 	39689 	: 	: 	: 	: 
A,Y_GE16,F,MEI_E,EUR,IT	8832 	8268 	9156 	9982 	10435 	10921 	11292 	: 	15722 b	16285 	16470 	16990 	17370 	17739 	18109 	17980 	18198 	17807 	17754 	17791 	18188 	18637 	19189 	19400 	20356 	20303 	21081 	22553 	23399 
A,Y_GE16,F,MEI_E,EUR,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	2525 	2980 	3828 	4722 	5616 	4896 	4437 	4999 	5563 	5881 	6361 	6839 	7269 	8026 	8979 	9919 	11232 	11943 	13131 	: 
A,Y_GE16,F,MEI_E,EUR,LU	22390 	23504 	23190 	23375 	24281 	25484 	26365 	29696 b	30646 	32039 	33325 	34259 	35072 	36394 	36533 	36797 	37450 	38757 	38871 	39469 	37882 b	40663 	40506 	42776 	43614 b	48295 b	49750 b	54182 	57395 
A,Y_GE16,F,MEI_E,EUR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	2488 	3089 	3896 	5548 	6283 	5413 	5011 	5292 	5529 	6113 	6671 	7230 	7548 	8256 	9265 	9976 	10514 	11279 	12319 	14065 
A,Y_GE16,F,MEI_E,EUR,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3729 	3706 	3794 	3873 	4208 	4351 	4362 	4535 	4413 	4899 	: 	: 
